order_id,customer_id,status,amount,created_at,updated_at,deleted
42,4025,CANCELLED,3416.78,2026-04-23 09:49:22.664510,2026-04-23 09:49:22.664510,False
43,1240,CREATED,4773.07,2026-02-01 20:31:16.508934,2026-02-01 20:31:16.508934,False
44,6525,SHIPPED,4814.22,2026-01-11 09:14:25.166964,2026-01-11 09:14:25.166964,False
45,7995,CANCELLED,3470.57,2026-02-19 10:18:14.639981,2026-02-19 10:18:14.639981,False
46,3416,DELIVERED,4635.85,2026-02-06 18:24:13.608765,2026-02-06 18:24:13.608765,False
47,5917,CANCELLED,4212.97,2026-02-08 01:22:07.479403,2026-02-08 01:22:07.479403,False
48,3250,PAID,4599.01,2026-06-07 03:19:26.110871,2026-06-07 03:19:26.110871,False
49,2225,SHIPPED,2841.17,2026-05-13 17:50:52.819892,2026-05-13 17:50:52.819892,False
50,4577,CREATED,288.14,2026-02-25 21:16:14.006969,2026-02-25 21:16:14.006969,False
51,8383,CANCELLED,3267.05,2026-03-22 03:16:47.183771,2026-03-22 03:16:47.183771,False
52,6026,SHIPPED,4554.13,2026-01-28 13:35:03.010558,2026-01-28 13:35:03.010558,False
53,800,SHIPPED,451.88,2026-05-04 06:14:35.531714,2026-05-04 06:14:35.531714,False
54,4568,DELIVERED,3191.69,2026-06-07 04:54:38.410265,2026-06-07 04:54:38.410265,False
55,1287,CREATED,2001.2,2026-06-15 13:15:54.580306,2026-06-15 13:15:54.580306,False
56,2885,DELIVERED,1835.25,2026-03-14 04:59:12.484361,2026-03-14 04:59:12.484361,False
57,9489,CANCELLED,3969.44,2026-03-20 11:48:44.263064,2026-03-20 11:48:44.263064,False
58,2928,PAID,4843.15,2026-04-16 13:40:08.041955,2026-04-16 13:40:08.041955,False
59,1161,CANCELLED,2434.08,2026-05-07 08:28:54.244757,2026-05-07 08:28:54.244757,False
60,6424,CANCELLED,111.3,2026-01-28 02:22:00.566270,2026-01-28 02:22:00.566270,False
61,9687,CANCELLED,1519.35,2026-03-13 07:32:49.271746,2026-03-13 07:32:49.271746,False
62,8259,DELIVERED,2753.67,2026-03-18 13:25:17.536848,2026-03-18 13:25:17.536848,False
63,6588,SHIPPED,2580.48,2026-04-24 01:59:33.557611,2026-04-24 01:59:33.557611,False
64,8210,CANCELLED,4827.64,2026-04-16 10:14:59.592141,2026-04-16 10:14:59.592141,False
65,1905,CANCELLED,478.67,2026-02-22 04:14:19.340807,2026-02-22 04:14:19.340807,False
66,9243,CREATED,1970.37,2026-06-12 03:16:24.951244,2026-06-12 03:16:24.951244,False
67,8932,DELIVERED,4639.44,2026-04-24 04:51:03.667981,2026-04-24 04:51:03.667981,False
68,5449,PAID,845.91,2026-01-05 07:17:12.713194,2026-01-05 07:17:12.713194,False
69,2749,CREATED,947.25,2026-01-04 09:27:23.306018,2026-01-04 09:27:23.306018,False
70,4242,CANCELLED,2839.93,2026-04-12 22:05:01.149604,2026-04-12 22:05:01.149604,False
71,2947,CANCELLED,3875.95,2026-04-29 15:33:55.947235,2026-04-29 15:33:55.947235,False
72,6329,SHIPPED,2635.18,2026-02-16 18:46:15.022878,2026-02-16 18:46:15.022878,False
73,8116,CREATED,2801.08,2026-01-06 11:53:25.570327,2026-01-06 11:53:25.570327,False
74,4867,PAID,3211.16,2026-02-02 22:17:19.082772,2026-02-02 22:17:19.082772,False
75,9408,CREATED,4327.1,2026-04-18 03:02:28.653734,2026-04-18 03:02:28.653734,False
76,7979,CREATED,1472.43,2026-03-20 04:05:16.200371,2026-03-20 04:05:16.200371,False
77,6371,CREATED,2102.38,2026-01-14 09:35:35.113178,2026-01-14 09:35:35.113178,False
78,4471,PAID,3821.96,2026-01-10 19:00:26.128594,2026-01-10 19:00:26.128594,False
79,4096,CANCELLED,2749.75,2026-03-15 18:56:52.478299,2026-03-15 18:56:52.478299,False
80,9718,CREATED,823.39,2026-05-06 08:26:21.447975,2026-05-06 08:26:21.447975,False
81,1328,PAID,4134.17,2026-01-04 02:32:39.313573,2026-01-04 02:32:39.313573,False
82,6779,DELIVERED,2798.43,2026-02-05 14:37:51.442509,2026-02-05 14:37:51.442509,False
83,5846,CREATED,589.29,2026-06-07 20:21:19.474441,2026-06-07 20:21:19.474441,False
84,8750,CREATED,1979.35,2026-06-16 04:27:17.588264,2026-06-16 04:27:17.588264,False
85,6524,CREATED,225.51,2026-06-11 23:58:37.723931,2026-06-11 23:58:37.723931,False
86,155,SHIPPED,3283.2,2026-04-06 22:14:42.463900,2026-04-06 22:14:42.463900,False
87,5109,CREATED,4457.4,2026-03-07 12:37:56.890206,2026-03-07 12:37:56.890206,False
88,4668,DELIVERED,3593.98,2026-05-15 02:21:09.138201,2026-05-15 02:21:09.138201,False
89,3082,CANCELLED,2826.04,2026-01-02 23:25:52.904103,2026-01-02 23:25:52.904103,False
90,7414,CANCELLED,4877.11,2026-01-26 23:21:01.238418,2026-01-26 23:21:01.238418,False
91,3380,PAID,2904.67,2026-01-24 07:13:09.816824,2026-01-24 07:13:09.816824,False
92,9072,CANCELLED,2226.64,2026-03-22 19:17:49.838673,2026-03-22 19:17:49.838673,False
93,8730,CREATED,4665.79,2026-01-06 01:08:46.375079,2026-01-06 01:08:46.375079,False
94,7448,PAID,2031.66,2026-05-08 13:46:31.626229,2026-05-08 13:46:31.626229,False
95,2610,PAID,3446.37,2026-04-27 09:11:58.245670,2026-04-27 09:11:58.245670,False
96,2280,PAID,3989.47,2026-01-25 17:09:15.745871,2026-01-25 17:09:15.745871,False
97,2022,CANCELLED,1631.62,2026-01-08 15:48:37.784869,2026-01-08 15:48:37.784869,False
98,9064,CREATED,856.3,2026-01-05 10:53:32.788014,2026-01-05 10:53:32.788014,False
99,4388,CANCELLED,2526.27,2026-05-29 13:16:49.710774,2026-05-29 13:16:49.710774,False
100,1131,DELIVERED,1359.89,2026-04-09 09:46:22.127470,2026-04-09 09:46:22.127470,False
101,4976,CANCELLED,4007.8,2026-06-05 14:18:09.693080,2026-06-05 14:18:09.693080,False
102,4003,DELIVERED,4504.18,2026-04-29 07:00:11.269530,2026-04-29 07:00:11.269530,False
103,2604,CREATED,662.93,2026-04-06 02:46:14.914773,2026-04-06 02:46:14.914773,False
104,23,CREATED,4927.86,2026-03-15 14:08:47.491457,2026-03-15 14:08:47.491457,False
105,6744,PAID,888.08,2026-05-15 02:04:50.910749,2026-05-15 02:04:50.910749,False
106,4574,CANCELLED,1750.6,2026-04-06 16:29:34.903808,2026-04-06 16:29:34.903808,False
107,2524,PAID,4201.68,2026-03-14 23:47:01.332399,2026-03-14 23:47:01.332399,False
108,8590,SHIPPED,1123.81,2026-02-01 15:14:39.328739,2026-02-01 15:14:39.328739,False
109,8476,DELIVERED,2777.07,2026-02-15 10:04:08.262611,2026-02-15 10:04:08.262611,False
110,2829,CREATED,2817.61,2026-04-18 03:48:09.568663,2026-04-18 03:48:09.568663,False
111,2522,CREATED,4865.17,2026-01-17 21:27:50.657223,2026-01-17 21:27:50.657223,False
112,1050,PAID,175.11,2026-04-15 10:50:03.947828,2026-04-15 10:50:03.947828,False
113,3118,CANCELLED,1711.31,2026-01-03 07:48:10.699504,2026-01-03 07:48:10.699504,False
114,5877,SHIPPED,2055.31,2026-03-06 02:33:45.400033,2026-03-06 02:33:45.400033,False
115,6120,PAID,4450.94,2026-05-25 02:53:29.236447,2026-05-25 02:53:29.236447,False
116,4471,DELIVERED,3801.76,2026-05-01 12:19:58.380869,2026-05-01 12:19:58.380869,False
117,2180,CANCELLED,1042.45,2026-03-18 10:55:16.560098,2026-03-18 10:55:16.560098,False
118,6475,CREATED,3195.48,2026-03-01 05:30:34.099597,2026-03-01 05:30:34.099597,False
119,3058,SHIPPED,1122.59,2026-01-10 09:40:35.049432,2026-01-10 09:40:35.049432,False
120,5840,CREATED,343.73,2026-06-06 12:33:25.373199,2026-06-06 12:33:25.373199,False
121,2131,DELIVERED,2189.03,2026-03-17 14:16:10.059804,2026-03-17 14:16:10.059804,False
122,6698,DELIVERED,4049.31,2026-04-22 13:27:08.721740,2026-04-22 13:27:08.721740,False
123,7529,CREATED,3125.99,2026-05-23 14:02:06.479087,2026-05-23 14:02:06.479087,False
124,9479,CANCELLED,4017.14,2026-04-17 22:47:58.217593,2026-04-17 22:47:58.217593,False
125,4119,PAID,2473.33,2026-01-08 09:07:47.362337,2026-01-08 09:07:47.362337,False
126,9387,SHIPPED,3297.03,2026-01-18 16:05:30.867224,2026-01-18 16:05:30.867224,False
127,8012,CANCELLED,585.91,2026-04-04 16:07:10.750937,2026-04-04 16:07:10.750937,False
128,6523,SHIPPED,3266.2,2026-03-22 15:19:26.598213,2026-03-22 15:19:26.598213,False
129,6773,CREATED,4903.15,2026-04-28 09:34:38.420431,2026-04-28 09:34:38.420431,False
130,4649,DELIVERED,3820.92,2026-06-09 04:09:49.484280,2026-06-09 04:09:49.484280,False
131,290,CREATED,3869.52,2026-01-10 18:40:54.230166,2026-01-10 18:40:54.230166,False
132,934,CREATED,821.48,2026-04-25 18:36:08.602084,2026-04-25 18:36:08.602084,False
133,8271,CREATED,3237.24,2026-01-31 07:02:33.411817,2026-01-31 07:02:33.411817,False
134,6106,SHIPPED,3307.04,2026-04-28 19:38:09.115159,2026-04-28 19:38:09.115159,False
135,7590,DELIVERED,795.28,2026-06-05 08:16:12.192188,2026-06-05 08:16:12.192188,False
136,3552,DELIVERED,3773.35,2026-04-09 14:29:32.270437,2026-04-09 14:29:32.270437,False
137,4558,SHIPPED,2633.0,2026-03-29 04:10:11.269758,2026-03-29 04:10:11.269758,False
138,1347,DELIVERED,291.75,2026-03-07 00:34:04.660980,2026-03-07 00:34:04.660980,False
139,3921,PAID,3652.94,2026-01-27 15:03:52.569901,2026-01-27 15:03:52.569901,False
140,4299,SHIPPED,4225.43,2026-03-23 11:58:33.403298,2026-03-23 11:58:33.403298,False
141,3843,CANCELLED,2365.76,2026-02-22 07:02:00.479004,2026-02-22 07:02:00.479004,False
142,7707,PAID,1785.49,2026-04-02 13:10:10.943082,2026-04-02 13:10:10.943082,False
143,971,CANCELLED,2586.94,2026-05-29 08:57:18.611131,2026-05-29 08:57:18.611131,False
144,4482,SHIPPED,1754.77,2026-01-27 00:05:51.951114,2026-01-27 00:05:51.951114,False
145,803,PAID,1418.3,2026-01-31 14:31:08.029220,2026-01-31 14:31:08.029220,False
146,8066,SHIPPED,2697.1,2026-01-07 15:22:06.126012,2026-01-07 15:22:06.126012,False
147,7612,CREATED,4152.48,2026-03-17 14:59:59.342038,2026-03-17 14:59:59.342038,False
148,4557,DELIVERED,4486.2,2026-06-11 06:22:10.576405,2026-06-11 06:22:10.576405,False
149,2279,CANCELLED,3156.24,2026-03-20 09:00:31.520950,2026-03-20 09:00:31.520950,False
150,2978,CANCELLED,3985.35,2026-06-16 03:43:38.267694,2026-06-16 03:43:38.267694,False
151,3881,DELIVERED,1376.15,2026-02-02 17:36:04.005048,2026-02-02 17:36:04.005048,False
152,5385,CANCELLED,46.64,2026-05-19 15:20:12.601190,2026-05-19 15:20:12.601190,False
153,2004,DELIVERED,4302.59,2026-02-26 08:26:46.676235,2026-02-26 08:26:46.676235,False
154,9389,PAID,3946.57,2026-05-25 03:43:37.127393,2026-05-25 03:43:37.127393,False
155,8222,SHIPPED,2232.58,2026-02-26 17:51:50.909992,2026-02-26 17:51:50.909992,False
156,7856,SHIPPED,42.44,2026-04-25 20:27:25.208888,2026-04-25 20:27:25.208888,False
157,5940,CREATED,803.99,2026-01-23 12:39:40.902895,2026-01-23 12:39:40.902895,False
158,5007,DELIVERED,630.91,2026-05-04 00:15:40.299122,2026-05-04 00:15:40.299122,False
159,2848,DELIVERED,2474.54,2026-01-06 15:34:10.175280,2026-01-06 15:34:10.175280,False
160,3668,SHIPPED,3914.44,2026-03-30 13:16:56.014416,2026-03-30 13:16:56.014416,False
161,6194,DELIVERED,3686.96,2026-01-31 17:36:01.832219,2026-01-31 17:36:01.832219,False
162,5556,CREATED,693.17,2026-02-14 19:26:04.141170,2026-02-14 19:26:04.141170,False
163,7611,CANCELLED,4423.36,2026-01-29 14:48:31.708422,2026-01-29 14:48:31.708422,False
164,451,DELIVERED,610.34,2026-04-18 00:34:43.640073,2026-04-18 00:34:43.640073,False
165,2644,SHIPPED,2748.96,2026-06-13 14:53:58.588656,2026-06-13 14:53:58.588656,False
166,6863,SHIPPED,4155.18,2026-05-28 07:07:12.347476,2026-05-28 07:07:12.347476,False
167,1121,CREATED,545.32,2026-03-09 08:31:30.288021,2026-03-09 08:31:30.288021,False
168,2634,CREATED,1036.2,2026-03-26 07:46:59.199244,2026-03-26 07:46:59.199244,False
169,132,CREATED,1179.35,2026-01-09 19:49:21.604904,2026-01-09 19:49:21.604904,False
170,6852,CANCELLED,1607.27,2026-04-24 13:07:24.056414,2026-04-24 13:07:24.056414,False
171,2263,CREATED,2133.83,2026-05-15 11:00:25.871464,2026-05-15 11:00:25.871464,False
172,7311,CANCELLED,1486.89,2026-06-18 19:51:43.364655,2026-06-18 19:51:43.364655,False
173,344,PAID,1158.33,2026-01-15 20:53:36.892049,2026-01-15 20:53:36.892049,False
174,8956,CREATED,3673.81,2026-02-26 21:08:32.977949,2026-02-26 21:08:32.977949,False
175,5812,CANCELLED,94.97,2026-04-15 09:07:57.678558,2026-04-15 09:07:57.678558,False
176,1163,DELIVERED,4868.52,2026-05-26 12:06:59.670734,2026-05-26 12:06:59.670734,False
177,1762,SHIPPED,2226.09,2026-03-04 14:24:15.516282,2026-03-04 14:24:15.516282,False
178,3046,CANCELLED,300.54,2026-04-12 01:26:23.491320,2026-04-12 01:26:23.491320,False
179,8574,DELIVERED,813.23,2026-01-06 01:53:36.699199,2026-01-06 01:53:36.699199,False
180,7018,CREATED,507.19,2026-01-23 08:48:54.015639,2026-01-23 08:48:54.015639,False
181,3485,DELIVERED,2394.85,2026-03-15 16:21:55.623677,2026-03-15 16:21:55.623677,False
182,2702,PAID,243.91,2026-03-14 18:51:33.603114,2026-03-14 18:51:33.603114,False
183,319,CANCELLED,2506.34,2026-06-08 23:55:49.404634,2026-06-08 23:55:49.404634,False
184,2060,CANCELLED,4607.85,2026-01-20 02:04:38.614972,2026-01-20 02:04:38.614972,False
185,1622,CREATED,74.43,2026-03-26 20:18:14.437310,2026-03-26 20:18:14.437310,False
186,7739,PAID,4302.42,2026-05-21 16:41:03.774821,2026-05-21 16:41:03.774821,False
187,8074,CANCELLED,4935.45,2026-01-09 09:27:54.723701,2026-01-09 09:27:54.723701,False
188,9712,PAID,91.69,2026-03-15 08:08:21.274880,2026-03-15 08:08:21.274880,False
189,4459,SHIPPED,458.83,2026-05-27 20:28:19.380523,2026-05-27 20:28:19.380523,False
190,4229,CANCELLED,995.24,2026-05-16 22:49:27.403994,2026-05-16 22:49:27.403994,False
191,3047,SHIPPED,3123.26,2026-06-03 01:30:40.231586,2026-06-03 01:30:40.231586,False
192,6324,DELIVERED,2180.0,2026-05-02 11:14:26.661064,2026-05-02 11:14:26.661064,False
193,4654,CANCELLED,4134.14,2026-05-08 06:26:50.133897,2026-05-08 06:26:50.133897,False
194,3733,SHIPPED,331.71,2026-04-22 18:50:22.416662,2026-04-22 18:50:22.416662,False
195,3102,CANCELLED,3353.91,2026-03-05 01:59:11.091580,2026-03-05 01:59:11.091580,False
196,9861,CREATED,3121.11,2026-01-29 22:52:27.029292,2026-01-29 22:52:27.029292,False
197,2638,PAID,1932.75,2026-03-29 13:45:40.752231,2026-03-29 13:45:40.752231,False
198,7092,SHIPPED,856.8,2026-03-06 07:41:15.973930,2026-03-06 07:41:15.973930,False
199,2277,SHIPPED,4060.85,2026-05-04 10:47:54.637537,2026-05-04 10:47:54.637537,False
200,747,PAID,918.19,2026-05-15 11:06:40.992828,2026-05-15 11:06:40.992828,False
201,9152,CREATED,1919.9,2026-04-07 17:10:01.813944,2026-04-07 17:10:01.813944,False
202,7693,DELIVERED,1010.92,2026-05-05 16:53:30.940100,2026-05-05 16:53:30.940100,False
203,9639,CREATED,4906.9,2026-02-20 12:37:12.445210,2026-02-20 12:37:12.445210,False
204,8675,PAID,2863.13,2026-06-13 13:10:21.481820,2026-06-13 13:10:21.481820,False
205,8557,CANCELLED,4744.04,2026-05-29 10:39:52.944458,2026-05-29 10:39:52.944458,False
206,9376,DELIVERED,2034.41,2026-04-01 08:50:26.837613,2026-04-01 08:50:26.837613,False
207,297,DELIVERED,2653.51,2026-02-13 16:20:12.067540,2026-02-13 16:20:12.067540,False
208,5755,SHIPPED,1935.72,2026-01-14 00:27:28.203975,2026-01-14 00:27:28.203975,False
209,8308,CANCELLED,3282.28,2026-02-19 20:42:05.176796,2026-02-19 20:42:05.176796,False
210,1006,CREATED,4425.46,2026-04-28 17:21:57.695798,2026-04-28 17:21:57.695798,False
211,5413,DELIVERED,3415.07,2026-01-21 14:28:31.495654,2026-01-21 14:28:31.495654,False
212,1879,CREATED,3076.44,2026-03-29 23:13:03.199018,2026-03-29 23:13:03.199018,False
213,49,CANCELLED,3491.69,2026-04-27 00:37:10.059387,2026-04-27 00:37:10.059387,False
214,7894,PAID,1466.32,2026-02-03 03:31:14.746141,2026-02-03 03:31:14.746141,False
215,8776,DELIVERED,4400.33,2026-04-09 16:26:38.886851,2026-04-09 16:26:38.886851,False
216,3192,SHIPPED,4391.44,2026-03-08 08:33:38.013646,2026-03-08 08:33:38.013646,False
217,3395,SHIPPED,3076.71,2026-06-02 23:39:33.133621,2026-06-02 23:39:33.133621,False
218,8176,CANCELLED,4775.35,2026-01-16 15:44:58.904397,2026-01-16 15:44:58.904397,False
219,5274,PAID,4719.77,2026-03-03 20:49:45.316123,2026-03-03 20:49:45.316123,False
220,7123,CREATED,3246.39,2026-02-23 05:15:32.012109,2026-02-23 05:15:32.012109,False
221,4873,CANCELLED,1816.69,2026-04-27 02:51:39.329671,2026-04-27 02:51:39.329671,False
222,1016,PAID,1499.57,2026-01-06 00:11:53.598603,2026-01-06 00:11:53.598603,False
223,4739,DELIVERED,4748.65,2026-06-17 14:34:59.850665,2026-06-17 14:34:59.850665,False
224,4422,CANCELLED,1422.09,2026-05-07 09:25:11.637437,2026-05-07 09:25:11.637437,False
225,5889,SHIPPED,1806.43,2026-03-18 02:47:26.157421,2026-03-18 02:47:26.157421,False
226,7733,CANCELLED,1179.65,2026-01-22 14:17:53.189157,2026-01-22 14:17:53.189157,False
227,3324,CREATED,27.44,2026-02-02 17:56:05.256781,2026-02-02 17:56:05.256781,False
228,5626,SHIPPED,3601.61,2026-03-31 00:11:06.639904,2026-03-31 00:11:06.639904,False
229,9997,DELIVERED,4448.66,2026-03-15 07:07:26.448362,2026-03-15 07:07:26.448362,False
230,9713,SHIPPED,1276.71,2026-03-20 20:20:37.225713,2026-03-20 20:20:37.225713,False
231,2822,CREATED,1712.38,2026-05-20 09:23:16.997824,2026-05-20 09:23:16.997824,False
232,99,CREATED,1252.96,2026-02-27 19:54:31.830805,2026-02-27 19:54:31.830805,False
233,7217,CANCELLED,4433.17,2026-03-11 19:32:54.802216,2026-03-11 19:32:54.802216,False
234,4393,CANCELLED,1722.54,2026-03-03 11:39:08.859072,2026-03-03 11:39:08.859072,False
235,2267,DELIVERED,2600.81,2026-04-16 12:19:52.975644,2026-04-16 12:19:52.975644,False
236,3449,CREATED,1984.02,2026-01-10 22:54:47.050709,2026-01-10 22:54:47.050709,False
237,5656,CREATED,857.57,2026-01-23 02:11:30.289839,2026-01-23 02:11:30.289839,False
238,6351,PAID,1967.58,2026-06-02 06:15:29.272156,2026-06-02 06:15:29.272156,False
239,3685,CREATED,291.03,2026-04-18 09:17:23.475613,2026-04-18 09:17:23.475613,False
240,3573,PAID,2523.31,2026-03-24 07:43:49.437584,2026-03-24 07:43:49.437584,False
241,4093,PAID,885.9,2026-01-19 07:35:49.155817,2026-01-19 07:35:49.155817,False
242,8195,SHIPPED,3994.84,2026-05-27 07:18:35.856421,2026-05-27 07:18:35.856421,False
243,5020,CANCELLED,3491.0,2026-04-26 06:22:25.603634,2026-04-26 06:22:25.603634,False
244,3092,SHIPPED,4491.31,2026-05-21 19:34:31.723470,2026-05-21 19:34:31.723470,False
245,7209,PAID,4959.31,2026-03-22 15:24:21.381690,2026-03-22 15:24:21.381690,False
246,9981,CREATED,3909.29,2026-06-13 04:48:43.895993,2026-06-13 04:48:43.895993,False
247,4186,CREATED,2085.56,2026-06-16 23:00:46.794710,2026-06-16 23:00:46.794710,False
248,4276,SHIPPED,2262.83,2026-04-17 23:51:22.929306,2026-04-17 23:51:22.929306,False
249,8126,PAID,2136.08,2026-06-05 00:22:14.762601,2026-06-05 00:22:14.762601,False
250,1447,DELIVERED,1919.54,2026-03-13 23:54:49.487534,2026-03-13 23:54:49.487534,False
251,4752,DELIVERED,4467.73,2026-05-24 21:57:31.242909,2026-05-24 21:57:31.242909,False
252,8904,PAID,114.1,2026-05-23 05:44:29.513316,2026-05-23 05:44:29.513316,False
253,1210,CREATED,2730.43,2026-05-25 17:13:40.218843,2026-05-25 17:13:40.218843,False
254,5763,PAID,3003.42,2026-04-17 09:12:06.140398,2026-04-17 09:12:06.140398,False
255,7557,SHIPPED,3290.72,2026-02-23 17:12:05.831280,2026-02-23 17:12:05.831280,False
256,208,CREATED,3051.15,2026-04-21 05:19:55.824279,2026-04-21 05:19:55.824279,False
257,2862,CREATED,3404.34,2026-04-22 09:40:20.426376,2026-04-22 09:40:20.426376,False
258,5765,PAID,3804.21,2026-01-17 12:33:32.104072,2026-01-17 12:33:32.104072,False
259,3770,SHIPPED,2898.35,2026-06-07 09:32:44.525270,2026-06-07 09:32:44.525270,False
260,2258,CANCELLED,3896.46,2026-06-09 13:11:08.440138,2026-06-09 13:11:08.440138,False
261,9812,CREATED,1779.82,2026-05-25 21:30:42.347420,2026-05-25 21:30:42.347420,False
262,9627,PAID,3417.93,2026-06-16 07:55:25.027612,2026-06-16 07:55:25.027612,False
263,3059,CANCELLED,224.79,2026-05-28 11:33:06.956248,2026-05-28 11:33:06.956248,False
264,6999,CANCELLED,3863.6,2026-02-21 08:33:53.070949,2026-02-21 08:33:53.070949,False
265,6374,CANCELLED,3102.19,2026-05-04 23:33:43.216201,2026-05-04 23:33:43.216201,False
266,3391,DELIVERED,4163.22,2026-05-22 14:41:34.035388,2026-05-22 14:41:34.035388,False
267,3238,PAID,2578.61,2026-01-21 07:33:08.479480,2026-01-21 07:33:08.479480,False
268,7740,DELIVERED,2606.82,2026-05-27 18:54:48.189581,2026-05-27 18:54:48.189581,False
269,3840,CANCELLED,2193.45,2026-03-27 03:33:41.075252,2026-03-27 03:33:41.075252,False
270,1837,DELIVERED,4535.37,2026-06-06 15:11:32.137270,2026-06-06 15:11:32.137270,False
271,9038,SHIPPED,4222.93,2026-03-27 11:41:58.339913,2026-03-27 11:41:58.339913,False
272,1636,CANCELLED,1219.51,2026-05-04 12:26:46.503793,2026-05-04 12:26:46.503793,False
273,9459,SHIPPED,2430.92,2026-02-17 14:56:30.249951,2026-02-17 14:56:30.249951,False
274,60,DELIVERED,4085.03,2026-01-18 10:20:19.421579,2026-01-18 10:20:19.421579,False
275,265,CANCELLED,1065.19,2026-04-26 17:51:59.241299,2026-04-26 17:51:59.241299,False
276,3952,CREATED,3198.7,2026-04-14 01:09:56.907111,2026-04-14 01:09:56.907111,False
277,2713,CANCELLED,746.88,2026-06-03 01:05:41.198139,2026-06-03 01:05:41.198139,False
278,1740,PAID,3612.11,2026-05-28 14:11:13.353602,2026-05-28 14:11:13.353602,False
279,4285,SHIPPED,4463.28,2026-02-01 20:21:21.412660,2026-02-01 20:21:21.412660,False
280,6743,CREATED,3108.33,2026-05-04 16:00:59.711776,2026-05-04 16:00:59.711776,False
